Crop,Region,State,District,Season,Area_Acres,Avg_Rainfall_mm,Yield_Quintal,Soil_Type
Pulses,Central,Chhattisgarh,District-8,Annual,292,641,932.92,Sandy
Maize,Central,Madhya Pradesh,District-47,Kharif,60,575,129.82,Red
Wheat,East,Bihar,District-26,Rabi,214,673,881.21,Black
Cotton,Central,Madhya Pradesh,District-49,Kharif,268,635,988.02,Red
Pulses,West,Gujarat,District-20,Kharif,26,504,109.74,Alluvial
Rice,Central,Madhya Pradesh,District-18,Annual,223,1463,999.17,Black
Wheat,South,Andhra Pradesh,District-29,Rabi,137,588,305.91,Sandy
Cotton,East,Odisha,District-49,Rabi,107,979,348.88,Sandy
Sugarcane,East,Bihar,District-19,Rabi,295,1337,724.61,Black
Pulses,East,West Bengal,District-13,Kharif,298,537,713.4,Alluvial
Cotton,North,Punjab,District-33,Kharif,166,978,553.87,Black
Maize,West,Gujarat,District-50,Rabi,203,864,682.29,Sandy
Pulses,Central,Chhattisgarh,District-24,Annual,140,534,466.76,Black
Rice,South,Tamil Nadu,District-15,Kharif,60,1088,154.2,Black
Pulses,Central,Madhya Pradesh,District-48,Annual,255,558,871.84,Loamy
Rice,North,Uttar Pradesh,District-23,Kharif,131,908,487.23,Alluvial
Pulses,South,Karnataka,District-9,Rabi,49,357,127.81,Alluvial
Rice,East,Odisha,District-48,Rabi,191,1312,681.93,Loamy
Wheat,West,Maharashtra,District-8,Kharif,201,437,596.04,Black
Pulses,Central,Madhya Pradesh,District-22,Kharif,197,610,496.12,Black
Rice,Central,Madhya Pradesh,District-44,Rabi,28,1233,104.99,Loamy
Rice,Central,Madhya Pradesh,District-2,Annual,19,1329,78.59,Alluvial
Pulses,North,Haryana,District-12,Annual,67,389,264.07,Alluvial
Cotton,South,Tamil Nadu,District-33,Rabi,209,1066,686.78,Alluvial
Sugarcane,East,West Bengal,District-36,Kharif,28,1108,84.42,Loamy
Wheat,North,Punjab,District-48,Kharif,148,461,633.81,Loamy
Pulses,South,Andhra Pradesh,District-3,Annual,203,451,893.52,Loamy
Sugarcane,Central,Chhattisgarh,District-10,Annual,102,1556,323.64,Sandy
Wheat,South,Tamil Nadu,District-49,Rabi,150,756,508.2,Loamy
Rice,East,West Bengal,District-3,Annual,26,1481,85.12,Black
Pulses,South,Tamil Nadu,District-34,Kharif,251,652,681.41,Alluvial
Sugarcane,Central,Chhattisgarh,District-1,Annual,281,1315,853.46,Loamy
Cotton,East,Odisha,District-29,Annual,151,903,499.85,Sandy
Pulses,West,Rajasthan,District-47,Annual,72,506,183.7,Red
Pulses,South,Andhra Pradesh,District-47,Annual,261,564,720.6,Black
Sugarcane,North,Punjab,District-29,Annual,290,1389,1085.45,Sandy
Sugarcane,North,Uttar Pradesh,District-48,Rabi,86,1548,238.89,Black
Wheat,South,Tamil Nadu,District-46,Annual,225,408,607.56,Black
Sugarcane,East,Bihar,District-2,Rabi,175,1214,666.83,Black
Wheat,North,Haryana,District-14,Annual,91,557,243.22,Sandy
Wheat,East,Bihar,District-6,Rabi,12,629,29.7,Sandy
Sugarcane,North,Haryana,District-1,Kharif,94,1036,196.48,Black
Cotton,Central,Chhattisgarh,District-9,Annual,101,789,224.69,Alluvial
Sugarcane,West,Rajasthan,District-11,Annual,118,1293,460.02,Alluvial
Maize,North,Punjab,District-33,Annual,244,685,742.32,Sandy
Pulses,South,Karnataka,District-32,Kharif,267,418,722.47,Black
Maize,West,Rajasthan,District-34,Rabi,232,687,1011.58,Red
Maize,East,Odisha,District-39,Rabi,80,873,248.18,Black
Sugarcane,East,West Bengal,District-47,Kharif,236,1562,496.01,Red
Rice,South,Andhra Pradesh,District-50,Kharif,172,1239,359.23,Red
Maize,West,Rajasthan,District-32,Rabi,215,731,708.88,Alluvial
Maize,Central,Chhattisgarh,District-13,Annual,66,880,162.4,Alluvial
Cotton,North,Haryana,District-10,Annual,128,615,371.21,Black
Wheat,West,Gujarat,District-7,Annual,87,706,354.25,Red
Cotton,North,Haryana,District-9,Kharif,10,1053,26.52,Black
Maize,South,Karnataka,District-30,Kharif,175,758,584.26,Black
Pulses,West,Rajasthan,District-18,Kharif,107,623,461.68,Black
Pulses,Central,Madhya Pradesh,District-29,Annual,141,483,301.47,Alluvial
Rice,Central,Chhattisgarh,District-42,Kharif,64,1024,280.36,Loamy
Rice,East,West Bengal,District-10,Kharif,130,1022,438.01,Sandy
Sugarcane,Central,Madhya Pradesh,District-31,Annual,141,1185,322.7,Alluvial
Maize,West,Gujarat,District-2,Kharif,141,757,552.98,Red
Wheat,North,Punjab,District-40,Annual,223,459,616.33,Alluvial
Rice,South,Andhra Pradesh,District-27,Rabi,113,947,296.77,Loamy
Cotton,East,Odisha,District-14,Annual,46,1013,112.83,Alluvial
Pulses,North,Punjab,District-6,Rabi,139,362,465.1,Sandy
Pulses,East,West Bengal,District-10,Kharif,181,561,682.74,Black
Maize,South,Andhra Pradesh,District-23,Rabi,224,725,867.36,Alluvial
Pulses,West,Gujarat,District-11,Annual,236,352,983.14,Black
Sugarcane,East,West Bengal,District-37,Rabi,204,1216,736.22,Red
Sugarcane,South,Tamil Nadu,District-14,Kharif,138,1049,327.83,Black
Pulses,East,Bihar,District-19,Rabi,60,550,268.58,Loamy
Sugarcane,East,Odisha,District-9,Kharif,291,1160,815.52,Alluvial
Rice,Central,Chhattisgarh,District-49,Rabi,285,1479,1049.31,Black
Pulses,West,Rajasthan,District-26,Rabi,100,440,374.92,Loamy
Pulses,Central,Madhya Pradesh,District-39,Kharif,29,564,126.27,Black
Rice,East,Odisha,District-48,Kharif,221,1356,902.22,Loamy
Wheat,West,Gujarat,District-42,Annual,126,545,557.88,Alluvial
Cotton,West,Rajasthan,District-38,Annual,150,949,461.51,Sandy
Wheat,North,Punjab,District-21,Kharif,293,618,902,Red
Wheat,North,Punjab,District-47,Annual,178,608,734.9,Alluvial
Wheat,Central,Chhattisgarh,District-46,Rabi,13,673,50.59,Loamy
Maize,East,Bihar,District-1,Kharif,200,731,453.67,Red
Rice,East,West Bengal,District-42,Kharif,132,1280,369.81,Loamy
Rice,South,Andhra Pradesh,District-7,Kharif,75,998,168.15,Sandy
Rice,Central,Madhya Pradesh,District-32,Kharif,245,1137,851.63,Sandy
Wheat,West,Rajasthan,District-41,Annual,158,457,540.99,Loamy
Rice,West,Rajasthan,District-7,Rabi,211,1126,860.62,Red
Pulses,West,Gujarat,District-27,Rabi,189,606,626.23,Loamy
Wheat,West,Gujarat,District-35,Rabi,160,422,562.81,Alluvial
Sugarcane,East,West Bengal,District-3,Rabi,59,1289,186.41,Black
Wheat,West,Maharashtra,District-43,Annual,150,712,623.73,Black
Pulses,West,Gujarat,District-31,Rabi,233,314,964.34,Black
Cotton,South,Karnataka,District-40,Kharif,167,677,737.42,Red
Maize,Central,Madhya Pradesh,District-16,Rabi,275,853,814.21,Alluvial
Rice,North,Uttar Pradesh,District-39,Rabi,20,1403,76.4,Alluvial
Maize,Central,Chhattisgarh,District-4,Annual,140,548,378.54,Sandy
Wheat,West,Gujarat,District-30,Annual,134,583,423.6,Red
Cotton,West,Maharashtra,District-25,Annual,13,935,33.28,Alluvial
Rice,East,West Bengal,District-23,Annual,177,1069,508.27,Sandy
Pulses,East,West Bengal,District-39,Kharif,44,690,138.7,Loamy
Rice,South,Tamil Nadu,District-20,Annual,241,1278,930.61,Loamy
Rice,South,Andhra Pradesh,District-43,Annual,265,1020,930.36,Sandy
Maize,East,West Bengal,District-48,Kharif,181,852,695.75,Black
Maize,Central,Madhya Pradesh,District-25,Annual,110,802,465.54,Sandy
Maize,West,Rajasthan,District-40,Annual,38,868,91.82,Red
Wheat,West,Rajasthan,District-23,Annual,277,642,1072.83,Alluvial
Cotton,South,Andhra Pradesh,District-21,Annual,286,1098,1079.41,Red
Cotton,West,Rajasthan,District-31,Kharif,173,859,685.96,Alluvial
Cotton,West,Rajasthan,District-3,Kharif,65,829,231.19,Alluvial
Cotton,East,Bihar,District-48,Annual,226,715,812.62,Alluvial
Maize,East,West Bengal,District-20,Rabi,209,779,533.39,Sandy
Wheat,East,West Bengal,District-44,Kharif,128,683,305.76,Alluvial
Sugarcane,West,Rajasthan,District-22,Annual,185,1319,419.76,Sandy
Cotton,West,Rajasthan,District-11,Kharif,227,712,478.6,Loamy
Wheat,North,Haryana,District-7,Kharif,252,597,1027.26,Sandy
Pulses,Central,Madhya Pradesh,District-13,Annual,101,410,332.7,Sandy
Wheat,East,Odisha,District-43,Kharif,269,497,772.78,Black
Rice,North,Haryana,District-30,Kharif,251,1205,1057.91,Red
Pulses,North,Uttar Pradesh,District-37,Rabi,228,660,862.97,Alluvial
Wheat,Central,Madhya Pradesh,District-47,Kharif,11,756,42.63,Loamy
Pulses,East,Bihar,District-19,Rabi,136,331,530.79,Loamy
Maize,North,Punjab,District-33,Annual,132,657,278.41,Alluvial
Maize,West,Rajasthan,District-2,Kharif,101,644,318.12,Sandy
Maize,Central,Chhattisgarh,District-17,Rabi,141,529,356.4,Loamy
Sugarcane,East,West Bengal,District-11,Rabi,64,1546,176.63,Black
Wheat,North,Punjab,District-10,Rabi,125,431,251.96,Black
Pulses,South,Tamil Nadu,District-45,Kharif,51,640,106.25,Sandy
Cotton,East,Bihar,District-18,Kharif,107,860,298.56,Red
Pulses,South,Karnataka,District-33,Kharif,188,649,593.67,Sandy
Cotton,East,Bihar,District-30,Kharif,233,757,956.65,Black
Pulses,North,Uttar Pradesh,District-45,Annual,78,618,318.6,Loamy
Wheat,West,Gujarat,District-34,Annual,231,778,519,Red
Pulses,South,Tamil Nadu,District-4,Kharif,210,301,607.03,Alluvial
Sugarcane,North,Punjab,District-34,Annual,191,1576,588.42,Alluvial
Sugarcane,South,Andhra Pradesh,District-23,Kharif,294,1585,1048.74,Black
Maize,Central,Madhya Pradesh,District-10,Rabi,194,584,717.06,Alluvial
Rice,East,West Bengal,District-41,Rabi,288,1495,755.16,Loamy
Cotton,East,Odisha,District-6,Kharif,163,883,546.33,Sandy
Pulses,East,Bihar,District-49,Kharif,205,562,920.7,Alluvial
Rice,East,Odisha,District-21,Annual,23,1204,58.59,Alluvial
Sugarcane,Central,Chhattisgarh,District-7,Rabi,148,1590,444.18,Red
Rice,West,Maharashtra,District-16,Rabi,272,1306,1142.77,Sandy
Sugarcane,Central,Madhya Pradesh,District-38,Kharif,224,1468,586.38,Alluvial
Pulses,East,West Bengal,District-39,Annual,201,333,638.48,Red
Cotton,South,Tamil Nadu,District-20,Rabi,286,1037,1075.88,Red
Maize,North,Punjab,District-1,Kharif,164,787,491.67,Red
Rice,North,Haryana,District-6,Kharif,125,1040,520.71,Black
Sugarcane,South,Tamil Nadu,District-34,Rabi,197,1321,808.72,Loamy
Cotton,Central,Madhya Pradesh,District-11,Rabi,224,988,810.93,Alluvial
Sugarcane,Central,Chhattisgarh,District-11,Rabi,146,1445,461.56,Loamy
Sugarcane,South,Karnataka,District-30,Rabi,87,1487,251.29,Sandy
Maize,Central,Madhya Pradesh,District-10,Rabi,206,656,423.21,Red
Wheat,West,Maharashtra,District-3,Rabi,35,644,151.82,Loamy
Rice,Central,Madhya Pradesh,District-44,Annual,108,931,348.36,Sandy
Pulses,North,Punjab,District-31,Kharif,58,664,254.29,Black
Sugarcane,Central,Madhya Pradesh,District-1,Rabi,123,1059,482.93,Sandy
Sugarcane,West,Maharashtra,District-47,Kharif,132,1049,351.99,Red
Wheat,East,Bihar,District-24,Annual,103,639,209.82,Sandy
Pulses,Central,Chhattisgarh,District-4,Rabi,52,351,203.28,Loamy
Maize,East,Odisha,District-27,Rabi,66,761,243.16,Sandy
Rice,East,West Bengal,District-44,Rabi,34,1378,110.12,Red
Rice,East,Odisha,District-29,Kharif,142,1056,298.4,Alluvial
Maize,Central,Chhattisgarh,District-47,Rabi,261,705,524.37,Alluvial
Pulses,North,Punjab,District-20,Rabi,131,444,357.08,Black
Cotton,South,Andhra Pradesh,District-14,Annual,30,962,95.75,Loamy
Sugarcane,Central,Chhattisgarh,District-28,Kharif,233,1402,760.36,Alluvial
Rice,Central,Madhya Pradesh,District-45,Rabi,58,1091,246.41,Black
Maize,North,Uttar Pradesh,District-12,Kharif,77,868,265.02,Black
Rice,East,Bihar,District-4,Kharif,282,1482,1254.81,Loamy
Rice,North,Haryana,District-33,Kharif,291,1085,841.61,Black
Rice,East,Bihar,District-5,Rabi,15,988,43.1,Loamy
Pulses,West,Maharashtra,District-41,Rabi,86,401,188.21,Red
Pulses,Central,Madhya Pradesh,District-7,Kharif,300,566,877.31,Alluvial
Pulses,North,Punjab,District-47,Rabi,62,427,193.61,Red
Pulses,North,Uttar Pradesh,District-45,Kharif,171,674,493.55,Red
Maize,West,Rajasthan,District-30,Kharif,140,826,300.52,Sandy
Sugarcane,Central,Madhya Pradesh,District-10,Annual,127,1124,316.17,Loamy
Cotton,South,Tamil Nadu,District-15,Rabi,187,1073,628.02,Loamy
Maize,Central,Chhattisgarh,District-16,Annual,175,640,671.03,Sandy
Rice,Central,Madhya Pradesh,District-13,Kharif,154,1267,380.04,Red
Rice,South,Tamil Nadu,District-3,Annual,13,1402,41.97,Red
Cotton,East,Bihar,District-40,Kharif,280,882,831.8,Black
Wheat,North,Uttar Pradesh,District-50,Rabi,228,604,702.6,Alluvial
Pulses,West,Maharashtra,District-9,Rabi,133,660,352.93,Sandy
Pulses,Central,Chhattisgarh,District-8,Rabi,70,677,186.55,Loamy
Maize,Central,Madhya Pradesh,District-35,Rabi,238,615,653.58,Sandy
Pulses,South,Andhra Pradesh,District-5,Rabi,58,533,122.71,Alluvial
Cotton,West,Gujarat,District-36,Kharif,140,987,472.01,Sandy
Cotton,North,Haryana,District-20,Rabi,265,815,891.39,Loamy
Maize,Central,Madhya Pradesh,District-7,Rabi,49,628,143.53,Sandy
Pulses,South,Tamil Nadu,District-22,Annual,54,616,229.16,Black
Rice,East,West Bengal,District-39,Annual,74,954,187.19,Alluvial
Rice,West,Maharashtra,District-34,Kharif,276,949,665.41,Red
Wheat,West,Gujarat,District-44,Kharif,261,639,613.54,Sandy
Cotton,East,West Bengal,District-43,Kharif,97,681,374.98,Sandy
Sugarcane,South,Karnataka,District-9,Annual,72,1306,264.11,Red
Pulses,East,West Bengal,District-30,Kharif,32,683,85.44,Black
Sugarcane,West,Gujarat,District-42,Rabi,185,1582,752.92,Black
Wheat,South,Tamil Nadu,District-39,Kharif,56,430,237.69,Sandy
Wheat,Central,Chhattisgarh,District-41,Kharif,97,761,222.86,Loamy
Pulses,South,Andhra Pradesh,District-21,Rabi,168,679,547.38,Red
Wheat,West,Maharashtra,District-28,Annual,39,571,146.39,Black
Wheat,East,Odisha,District-15,Annual,61,584,158.38,Black
Cotton,East,West Bengal,District-8,Annual,109,1094,445.32,Loamy
Sugarcane,East,Bihar,District-50,Rabi,89,1175,324.45,Loamy
Wheat,Central,Madhya Pradesh,District-50,Annual,44,763,149.15,Loamy
Maize,West,Gujarat,District-29,Kharif,218,521,946.56,Sandy
Pulses,North,Haryana,District-9,Annual,52,429,116.18,Black
Wheat,South,Karnataka,District-11,Kharif,294,475,689.79,Loamy
Cotton,North,Uttar Pradesh,District-27,Annual,282,888,949.9,Alluvial
Rice,West,Rajasthan,District-45,Annual,87,1296,281.29,Black
Cotton,North,Haryana,District-21,Annual,118,911,272.54,Alluvial
Cotton,East,West Bengal,District-10,Annual,132,615,273.17,Loamy
Cotton,West,Rajasthan,District-41,Rabi,128,1069,402.84,Red
Maize,East,Bihar,District-24,Annual,226,740,756.33,Black
Wheat,West,Maharashtra,District-45,Kharif,200,444,413.48,Alluvial
Rice,East,Odisha,District-42,Annual,109,1191,474.8,Sandy
Pulses,North,Haryana,District-41,Annual,62,654,229.99,Black
Cotton,South,Tamil Nadu,District-21,Rabi,123,1100,378.06,Black
Maize,Central,Madhya Pradesh,District-9,Rabi,45,707,190.81,Black
Rice,West,Gujarat,District-25,Rabi,163,1158,566.11,Alluvial
Rice,Central,Madhya Pradesh,District-13,Annual,187,1127,576.73,Sandy
Cotton,Central,Chhattisgarh,District-23,Annual,190,610,836.71,Alluvial
Pulses,Central,Madhya Pradesh,District-43,Kharif,17,647,53.81,Sandy
Maize,Central,Chhattisgarh,District-21,Kharif,280,722,828.05,Alluvial
Rice,South,Karnataka,District-18,Kharif,175,1230,627.67,Red
Cotton,North,Uttar Pradesh,District-32,Kharif,155,748,638.01,Red
Pulses,North,Uttar Pradesh,District-10,Rabi,247,344,559.58,Alluvial
Sugarcane,Central,Madhya Pradesh,District-32,Rabi,208,1231,721.17,Loamy
Wheat,East,Odisha,District-28,Kharif,126,545,407.91,Red
Maize,East,West Bengal,District-3,Rabi,143,516,640.32,Loamy
Cotton,South,Karnataka,District-16,Kharif,59,1026,132.21,Red
Wheat,West,Maharashtra,District-25,Kharif,232,437,559.61,Sandy
Wheat,North,Uttar Pradesh,District-40,Rabi,276,784,692.91,Alluvial
Maize,West,Rajasthan,District-8,Kharif,289,551,1098.15,Black
Maize,North,Uttar Pradesh,District-22,Kharif,274,664,782.34,Black
Cotton,South,Andhra Pradesh,District-35,Annual,163,705,715.27,Black
Rice,West,Maharashtra,District-43,Kharif,64,1131,167.76,Alluvial
Rice,East,Odisha,District-27,Kharif,179,1443,434.31,Black
Maize,North,Punjab,District-50,Annual,54,848,206.45,Black
Sugarcane,North,Haryana,District-22,Kharif,197,1080,677.05,Sandy
Maize,West,Rajasthan,District-21,Kharif,158,894,401.08,Alluvial
Maize,East,Odisha,District-32,Rabi,91,891,358.6,Red
Pulses,South,Tamil Nadu,District-33,Annual,240,460,490.63,Sandy
Wheat,South,Andhra Pradesh,District-12,Kharif,105,609,328.34,Black
Wheat,South,Tamil Nadu,District-40,Kharif,210,429,590.47,Alluvial
Rice,West,Gujarat,District-20,Rabi,228,1156,557.74,Red
Pulses,North,Uttar Pradesh,District-4,Kharif,236,502,811.81,Sandy
Maize,East,Bihar,District-20,Kharif,22,530,71.91,Red
Wheat,West,Gujarat,District-39,Rabi,55,436,119.57,Red
Sugarcane,West,Maharashtra,District-11,Kharif,134,1292,297.72,Loamy
Cotton,East,Bihar,District-24,Annual,77,680,218.8,Black
Wheat,East,Bihar,District-30,Rabi,263,452,1175.02,Loamy
Sugarcane,Central,Madhya Pradesh,District-2,Rabi,179,1101,407.06,Black
Maize,Central,Chhattisgarh,District-3,Rabi,294,728,1131.04,Sandy
Pulses,West,Gujarat,District-43,Rabi,176,359,702.39,Black
Maize,South,Karnataka,District-38,Kharif,217,783,858.16,Loamy
Sugarcane,North,Uttar Pradesh,District-12,Kharif,53,1168,114.62,Loamy
Rice,Central,Madhya Pradesh,District-14,Rabi,290,959,832.15,Alluvial
Rice,North,Punjab,District-4,Rabi,41,1201,138.01,Alluvial
Cotton,North,Haryana,District-29,Annual,236,719,887.52,Sandy
Pulses,Central,Chhattisgarh,District-50,Kharif,132,439,541.34,Black
Cotton,North,Punjab,District-23,Rabi,265,749,789.48,Sandy
Maize,South,Tamil Nadu,District-29,Rabi,190,711,517,Black
Cotton,East,Odisha,District-46,Rabi,229,939,702.41,Alluvial
Pulses,West,Gujarat,District-40,Kharif,217,608,895.67,Alluvial
Rice,East,Odisha,District-41,Rabi,159,1361,370.31,Sandy
Wheat,Central,Chhattisgarh,District-37,Kharif,107,639,302.03,Black
Rice,North,Uttar Pradesh,District-21,Kharif,129,1318,383.97,Loamy
Cotton,North,Punjab,District-37,Kharif,195,1063,489.75,Sandy
Wheat,East,Bihar,District-19,Annual,278,730,768.54,Alluvial
Maize,West,Rajasthan,District-32,Annual,183,571,782.79,Loamy
Cotton,South,Andhra Pradesh,District-5,Rabi,228,883,787.93,Black
Pulses,Central,Madhya Pradesh,District-23,Annual,238,491,799.3,Black
Pulses,West,Rajasthan,District-46,Rabi,132,489,515.06,Sandy
Rice,West,Maharashtra,District-32,Annual,69,1324,307.46,Alluvial
Rice,North,Haryana,District-13,Rabi,141,1212,471.12,Red
Rice,North,Uttar Pradesh,District-1,Annual,43,1319,156.36,Sandy
Pulses,South,Karnataka,District-14,Kharif,171,325,498.38,Loamy
Pulses,North,Uttar Pradesh,District-48,Kharif,198,592,697.75,Sandy
Rice,East,Bihar,District-8,Rabi,259,1188,562.73,Alluvial
Wheat,Central,Chhattisgarh,District-46,Annual,209,457,615.3,Sandy
Cotton,West,Maharashtra,District-22,Rabi,62,900,212.17,Loamy
Cotton,East,West Bengal,District-43,Annual,149,850,604.17,Red
Maize,Central,Chhattisgarh,District-6,Kharif,107,559,442.58,Alluvial
Cotton,East,Odisha,District-2,Rabi,49,784,155.21,Alluvial
Pulses,East,Bihar,District-11,Annual,284,353,950.23,Black
Sugarcane,North,Uttar Pradesh,District-30,Annual,87,1483,332.4,Alluvial
Cotton,Central,Madhya Pradesh,District-45,Rabi,218,1022,854.6,Alluvial
Wheat,South,Andhra Pradesh,District-27,Rabi,75,658,235.1,Loamy
Rice,South,Karnataka,District-4,Rabi,173,1292,712.63,Black
Pulses,East,Odisha,District-40,Rabi,170,695,754.1,Sandy
Rice,West,Maharashtra,District-42,Rabi,194,1253,696.3,Loamy
Cotton,East,Odisha,District-45,Kharif,143,838,524.52,Loamy
Wheat,South,Andhra Pradesh,District-2,Annual,85,608,331.65,Black
Cotton,East,Odisha,District-44,Rabi,103,971,275.26,Alluvial
Sugarcane,Central,Madhya Pradesh,District-44,Kharif,162,1245,548.45,Loamy
Rice,North,Uttar Pradesh,District-29,Rabi,35,1071,119.58,Red
Pulses,South,Tamil Nadu,District-16,Annual,259,478,728.89,Sandy
Pulses,South,Andhra Pradesh,District-10,Annual,104,487,316.41,Alluvial
Rice,East,West Bengal,District-29,Annual,64,1126,165.95,Sandy
Rice,North,Haryana,District-49,Kharif,89,1153,289.11,Sandy
Sugarcane,South,Karnataka,District-23,Kharif,206,1132,625.85,Alluvial
Rice,Central,Chhattisgarh,District-26,Kharif,98,1367,254.99,Black
Rice,West,Gujarat,District-23,Annual,295,1322,1245.86,Black
Sugarcane,Central,Madhya Pradesh,District-25,Rabi,153,1117,597.48,Red
Sugarcane,Central,Madhya Pradesh,District-45,Annual,132,1372,340.4,Red
Pulses,East,Bihar,District-22,Kharif,231,492,758.54,Black
Wheat,West,Rajasthan,District-20,Rabi,278,468,1006.96,Black
Wheat,West,Gujarat,District-12,Rabi,131,498,533.3,Loamy
Rice,Central,Madhya Pradesh,District-37,Kharif,123,1493,505.42,Loamy
Wheat,North,Haryana,District-3,Rabi,239,689,618.61,Alluvial
Rice,North,Punjab,District-27,Annual,294,1161,749.21,Loamy
Sugarcane,East,West Bengal,District-25,Rabi,184,1521,543.9,Alluvial
Maize,West,Gujarat,District-28,Kharif,255,878,924.64,Black
Rice,West,Maharashtra,District-42,Annual,47,1348,200.35,Sandy
Cotton,North,Punjab,District-49,Kharif,145,741,483.26,Sandy
